Company,ticker,T/V
Supremex Inc.,SXP,T
Surge Energy Inc. J,SGY,T
Symphony FltgLoan Un,SSF.UN,T
Synex Internt'l J,SXI,T
TAG Oil Ltd. J,TAO,T
Tahoe Resources J,THO,T
Taiga Building Prod,TBL,T
Taiga Building Nt,TBL.NT,T
Talon Metals Corp. J,TLO,T
Tamarack Vall Engy J,TVE,T
Tanzanian Royalty J,TNX,T
Taseko Mines Ltd.,TKO,T
Taylor NthAmerOpp Un,TOF.UN,T
TDb Split Cl A,XTD,T
TDb Split Prior Eqty,XTD.PR.A,T
TearLab Corp. J,TLB,T
Tech AchievGrow Incm,HTA.UN,T
Tech Leaders Incm Un,TLF.UN,T
Teck Res Cl A MV,TCK.A,T
Teck Res Cl B SV,TCK.B,T
TECSYS Inc. J,TCS,T
Telesta Therapeutics,TST,T
Tellza Commun Inc. J,TEL,T
TELUS Corporation,T,T
Tembec Inc.,TMB,T
Temple Hotels Inc.,TPH,T
Temple Hotels 8% Deb,TPH.DB.C,T
Temple Hotl 7.75% Db,TPH.DB.D,T
Temple Hotl 7.25% Db,TPH.DB.E,T
Temple Hotels 7% Deb,TPH.DB.F,T
Ten Peaks Coffee,TPK,T
TeraGo Inc.,TGO,T
Teranga Gold Corp. J,TGZ,T
Terra Energy Corp.,TT,T
TerraVest Capital,TVK,T
TerraVest Cap 7% Deb,TVK.DB,T
Tesla Exploration,TXL,T
Tethys Petroleum J,TPL,T
Empire Life Ins Pr 1,EML.PR.A,T
Intertain Grp Ltd J,IT,T
Intertain Grp 5%Db J,IT.DB,T
North West Company,NWC,T
Theratechnologies,TH,T
Theratechnologies Wt,TH.WT,T
Thompson Creek Metal,TCM,T
Thomson Reuters Corp,TRI,T
Thomson Reuter Pr II,TRI.PR.B,T
Timbercreek Globe Un,TGF.UN,T
Timbercreek Mortgage,TMC,T
Timbercreek Mtg Deb,TMC.DB,T
Timbercreek Sr Mtg,MTG,T
Timmins Gold Corp. J,TMM,T
Titan Medical Inc. J,TMD,T
Titan Med Jun16 Wt J,TMD.WT.A,T
Titan Med Dec16 Wt J,TMD.WT.B,T
Titan Med Mar18 Wt J,TMD.WT.C,T
Titan Med Feb17 Wt J,TMD.WT.D,T
Titan Med Apr17 Wt J,TMD.WT.E,T
Titan Medical F Wt J,TMD.WT.F,T
Titan Medical G Wt J,TMD.WT.G,T
TMAC Resources Inc J,TMR,T
TMX Group Limited,X,T
Top 10 Cdn Fin Tr Un,TCT.UN,T
Top 10 Split Tr Pr,TXT.PR.A,T
Top 10 Split Tr Un,TXT.UN,T
Top 20 Dividend Un,TTY.UN,T
Top 20 Europe Div Un,TTE.UN,T
Top 20 U.S. Div A Un,TUT.UN,T
TORC Oil & Gas Ltd.,TOG,T
Torex Gold Res J,TXG,T
Toromont Industries,TIH,T
T.D. Bank,TD,T
T.D. Bank Ser 1 Pr,TD.PF.A,T
T.D. Bank Ser 3 Pr,TD.PF.B,T
T.D. Bank Ser 5 Pr,TD.PF.C,T
T.D. Bank Ser 7 Pr,TD.PF.D,T
T.D. Bank Ser 9 Pr,TD.PF.E,T
T.D. Bank Ser 11 Pr,TD.PF.F,T
T.D. Bank Ser 12 Pr,TD.PF.G,T
T.D. Bank Ser S Pr,TD.PR.S,T
T.D. Bank Ser T Pr,TD.PR.T,T
T.D. Bank Ser Y Pr,TD.PR.Y,T
T.D. Bank Ser Z Pr,TD.PR.Z,T
Torstar Cl B NV,TS.B,T
Toscana Energy J,TEI,T
Toscana Energy Deb J,TEI.DB,T
Total Engy Serv Inc.,TOT,T
Touchstone Expl Inc.,TXP,T
Tourmaline Oil Corp.,TOU,T
TransAlta Corp.,TA,T
TransAlta Ser A Pr,TA.PR.D,T
TransAlta Ser C Pr,TA.PR.F,T
TransAlta Ser E Pr,TA.PR.H,T
TransAlta Ser G Pr,TA.PR.J,T
TransAlta Renewable,RNW,T
Transat A.T. V & VV,TRZ,T
TransAtlantic Pete J,TNP,T
TransCan Corporation,TRP,T
TransCan Corp Pr 1,TRP.PR.A,T
TransCan Corp Pr 3,TRP.PR.B,T
TransCan Corp Pr 5,TRP.PR.C,T
TransCan Corp Pr 7,TRP.PR.D,T
TransCan Corp Pr 9,TRP.PR.E,T
TransCan Corp Pr 2,TRP.PR.F,T
TransCan Corp Pr 11,TRP.PR.G,T
TransCan Corp Pr 4,TRP.PR.H,T
TransCan Corp Pr 6,TRP.PR.I,T
Transcontinentl A SV,TCL.A,T
Transcontinentl B MV,TCL.B,T
TransForce Inc.,TFI,T
TransGlobe Tr 5.4%Db,TGA.DB,T
TransGlobe Energy J,TGL,T
TransGlobe Engy 6%Db,TGL.DB,T
Trans Therapeutics J,TTH,T
Treasury Metals J,TML,T
Tree Island Steel,TSL,T
Trevali Mining J,TV,T
Trez Cap Mtg Invst A,TZZ,T
Trez CapSnrMtg Inv A,TZS,T
Triax Diversfd Units,TRH.UN,T
Trican Well Service,TCW,T
Tricon Capital Group,TCN,T
Tricon Cap 5.6% Deb,TCN.DB.A,T
Trident Perform Cl A,TCP,T
Trident Perform II A,TCZ,T
Trillium Therpeutc J,TR,T
Trilogy Energy Corp.,TET,T
Trimac Transport A,TMA,T
TriMetals Mining J,TMI,T
TriMetals Mng B NV J,TMI.B,T
Trinidad Drilling,TDG,T
True NthCommercl JUn,TNT.UN,T
TSO3 Inc. J,TOS,T
Tuckamore Cap Mgt,TX,T
Tuckamore Cap 8% Deb,TX.DB.B,T
Tuckamore Cap Rt,TX.RT,T
Tucows Inc.,TC,T
Turquoise Hill Res,TRQ,T
TVA Group Inc. B NV,TVA.B,T
TVI Pacific Inc J,TVI,T
TWC Enterprises Ltd.,TWC,T
Twin Butte Energy J,TBE,T
Twin Butte Engy Db J,TBE.DB,T
US Agency MtgBack Un,USM.UN,T
US Bnk Incm&Gro T Un,PUB.UN,T
US Dividend Grow Eq,US,T
US Financl Incm A Un,USF.UN,T
US Housing Recovr Un,USH.UN,T
US Tactical Alloc Un,GPF.UN,T
U3O8 Corp. J,UWE,T
UEX Corporation J,UEX,T
Uni-Select Inc.,UNS,T
Union Gas 5 1/2% Pr,UNG.PR.C,T
Union Gas 6% B Pr,UNG.PR.D,T
United Corporations,UNC,T
United Corp 1st Pr,UNC.PR.A,T
United Corp Pr 59,UNC.PR.B,T
United Corp Pr 63,UNC.PR.C,T
Ur-Energy Inc. J,URE,T
Uranium Participate,U,T
Urbana Corporation,URB,T
Urbana Corp. Cl A NV,URB.A,T
UrtheCast Corp. J,UR,T
US Buyback Leadrs Un,HUL.UN,T
US Financial 15 Cl A,FTU,T
US Financial15 Pr 12,FTU.PR.B,T
Utility Corp Cl 'C',UTC.C,T
Utility Split B Pr,UST.PR.B,T
Utility Split Cap Un,UST.UN,T
Valeant Pharm Int'l,VRX,T
Valener Inc.,VNR,T
Valener Inc. Sr A Pr,VNR.PR.A,T
Valeura Energy Inc J,VLE,T
Vanguard Cdn Agr Bnd,VAB,T
Vanguard Cdn S-T Bnd,VSB,T
Vanguard S-T CrpBond,VSC,T
Vanguard CdaAllCapUn,VCN,T
Vanguard FTSE CdaIdx,VCE,T
Vanguard FTSECdnREIT,VRE,T
Vanguard FTSE DivYld,VDY,T
Vanguard exNA Idx Un,VIU,T
Vanguard exNA CA-Heg,VI,T
Vangrd FTSE Dev exUS,VDU,T
Vangrd Dev US CA-heg,VEF,T
Vanguard Dev AsiaPac,VA,T
Vanguard FTSE Dev EU,VE,T
Vanguard FTSEEmrgMkt,VEE,T
Vanguard FTSEGlobeCA,VXC,T
Vanguard GlbxUS Aggr,VBG,T
Vanguard S&P500 Indx,VFV,T
Vanguard S&P500 C-Hg,VSP,T
Vanguard USAggre Bnd,VBU,T
Vanguard US DivAppr,VGG,T
Vanguard USDivCad-hg,VGH,T
Vanguard US MktIdxUn,VUN,T
Vanguard US TotMktUn,VUS,T
Vecima Networks Inc.,VCM,T
Velan Inc. SV,VLN,T
Vena Resources J,VEM,T
Verde Potash Plc J,NPK,T
Veresen Inc.,VSN,T
Veresen Inc Ser A Pr,VSN.PR.A,T
Veresen Inc Ser C Pr,VSN.PR.C,T
Veresen Inc Ser E Pr,VSN.PR.E,T
Vermilion Energy Inc,VET,T
Village Farms Int'l,VFF,T
Vista Gold Corp,VGZ,T
ViXS Systems Inc. J,VXS,T
Voya DivrFltgLoan Un,IFL.UN,T
Voya FltgRt Sr US Un,ISL.U,T
Voya FltgRte Sr A Un,ISL.UN,T
Voya Glbl IncmSol Un,VGI.UN,T
Voya HiIncmFltg A Un,IHL.UN,T
Wajax Corporation,WJX,T
Wall Financial Corp,WFC,T
Wallbridge Mng Co J,WM,T
Wellgreen Platinum J,WG,T
Wesdome Gold Mines,WDO,T
Wesdome Gold 7% Deb,WDO.DB.A,T
West Fraser Timber,WFT,T
Westcoast Engy 5.50%,W.PR.H,T
Westcoast Engy 5.60%,W.PR.J,T
Westcoast Engy Pr 10,W.PR.K,T
Wstrn Copper & Gld J,WRN,T
Western Energy Serv,WRG,T
Western Forest Prod,WEF,T
Westrn Lithium USA J,WLC,T
Western Lithium Wt J,WLC.WT,T
Wstrn Potash Corp. J,WPX,T
WesternOne Inc.,WEQ,T
WesternOne 6.25% Deb,WEQ.DB,T
WesternOne Inc 8% Db,WEQ.DB.C,T
WestJet Airline VV&V,WJA,T
Westport Innovations,WPT,T
Westshore Terminals,WTE,T
Whistler Blackcomb,WB,T
Whitecap Resources J,WCP,T
Wi-Lan Inc.,WIN,T
Wilmington Cap A NV,WCM.A,T
Wilmington Cap B,WCM.B,T
Winpak Limited,WPK,T
World Fin Split Cl A,WFS,T
World Fin Split Pr,WFS.PR.A,T
WPT Industrl REIT US,WIR.U,T
WSP Global Inc.,WSP,T
Xtra-Gold Resource J,XTG,T
Xtreme Drill&Coil J,XDC,T
Yamana Gold Inc.,YRI,T
Yangarra Res Ltd.,YGR,T
Yellow Pages Dgtl Db,YPG.DB,T
Yellow Pages Limited,Y,T
Yellow Pages Ltd. Wt,Y.WT,T
Yellowhead Mining J,YMI,T
YIELDPLUS Income Un,YP.UN,T
Yorbeau Res Cl A J,YRB.A,T
Zargon Oil & Gas Ltd,ZAR,T
Zargon Oil&Gas 6% Db,ZAR.DB,T
Zazu Metals Corp. J,ZAZ,T
ZCL Composites Inc,ZCL,T
